Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close,Enterprise Value To Sales (Daily Time Series Ratio)
JPM.N,2022-07-14 06:57:00,2.76,2.88255,-4.251,6.12860141194429,330741252976.26,31630000000.0,294572252976.26,21,2.32143,2.48276,3.092855,8649000000.0,141.37407,112.61,3.44264165879031
JPM.N,2022-04-13 06:48:00,2.76,2.6882,2.671,4.31441113012425,400378719525.12,31590000000.0,284167719525.12,21,2.48276,2.41379,2.325202,8282000000.0,160.55192,136.32,4.35351374818748
JPM.N,2022-01-14 07:05:00,3.33,3.01159,10.573,3.75150667919604,467966380759.35,30349000000.0,330609380759.35,22,2.41379,2.32143,1.515266,10399000000.0,179.33846,158.35,6.411941472
JPM.N,2021-10-13 06:52:00,3.74,2.99643,24.815,4.5640979432191,483747501525.09,30441000000.0,383794501525.09,22,2.32143,2.31035,1.527139,11687000000.0,172.61731,163.69,7.419343947
TTWO.OQ,2022-11-07 16:05:00,1.3,1.37414,-5.395,7.10553509831604,18257500000.0,1504900000.0,20238600000.0,23,2.03448,1.92857,3.747421,-257000000.0,158.14815,109.0,5.33725731143055
TTWO.OQ,2022-08-08 16:05:00,0.74,0.85471,-13.421,15.1232581811375,19864553062.42,1002500000.0,21843453062.42,24,1.92857,1.88462,3.092855,-104000000.0,169.5,122.53,4.94316967085711
TTWO.OQ,2022-05-16 16:05:00,1.09,1.03991,4.817,23.2481657066477,17736522580.0,845779000.0,15184415580.0,23,1.88462,2.0,2.325202,110972000.0,195.0504,153.74,4.47631149891322
TTWO.OQ,2022-02-07 16:05:00,1.32,1.24461,6.057,27.0767549674195,20495736720.0,866123000.0,18029982720.0,25,2.0,2.07407,1.515266,144497000.0,207.04348,177.72,5.400745617
TTWO.OQ,2021-11-03 16:05:00,1.63,1.33261,22.317,5.77663382384944,17951967855.99,984852000.0,15654435855.99,25,2.07407,2.07407,1.527139,10297000.0,211.12,154.07,4.598855987
CDW.OQ,2022-11-02 07:19:00,2.6,2.52378,3.02,0.949765827449302,21108763962.72,6215500000.0,26881963962.72,9,1.76923,1.81818,3.747421,297800000.0,207.59,156.08,1.18412265773816
CDW.OQ,2022-08-03 07:03:00,2.49,2.424,2.723,1.32714521452145,21288832843.2,6145800000.0,27334132843.2,9,1.81818,1.90909,3.092855,279300000.0,218.78571,157.56,1.25388160179461
CDW.OQ,2022-05-04 07:15:00,2.2,2.01267,9.308,1.93374969567788,24160410414.84,5949100000.0,30372210414.84,9,1.90909,2.08333,2.325202,250200000.0,221.4375,178.89,1.47740770838969
CDW.OQ,2022-02-09 07:00:00,2.08,1.9288,7.839,4.44110327664869,,5536900000.0,,10,2.08333,2.09091,1.515266,215300000.0,219.66667,204.78,1.561971614
CDW.OQ,2021-11-03 07:00:00,2.13,2.04833,3.987,0.745973549183969,25026924357.28,5300000000.0,28848024357.28,9,2.09091,2.0,1.527139,266600000.0,205.5,182.02,1.444658917
RMD.N,2022-10-27 16:05:00,1.51,1.51667,-0.44,2.39735736844534,31972010178.4,950300000.0,32560189178.4,7,2.33333,2.27273,3.747421,210478000.0,254.85714,218.3,9.07557229074661
RMD.N,2022-08-11 16:05:00,1.49,1.45143,2.657,5.14802642910785,30665652227.65,914737000.0,31167183227.65,8,2.27273,2.36364,3.092855,195061000.0,249.33333,209.63,8.79916813702363
RMD.N,2022-04-28 16:05:00,1.32,1.42167,-7.151,1.87947976675319,35463266512.44,864500000.0,35942199512.44,8,2.36364,2.45455,2.325202,179012000.0,256.5,242.51,10.4388168604249
RMD.N,2022-01-27 16:05:00,1.47,1.52,-3.29,4.42302631578947,37957964028.16,894874000.0,38443467028.16,8,2.45455,2.81818,1.515266,201751000.0,276.83333,260.48,11.492588312
RMD.N,2021-10-28 16:05:00,1.51,1.35875,11.132,6.84894204231831,38394276570.3,904015000.0,38923795570.3,10,2.81818,2.8,1.527139,203613000.0,265.33333,263.55,12.122762294
LNT.OQ,2022-08-04 18:00:00,0.63,0.5825,8.155,2.94248927038627,13296581033.68,943000000.0,21563581033.68,8,2.54546,2.63636,3.747421,227000000.0,63.66667,52.99,5.4075332588844
LNT.OQ,2022-04-28 18:00:00,0.77,0.7195,7.019,1.84850590687978,14706786457.52,1068000000.0,22829786457.52,9,2.63636,2.63636,3.092855,159000000.0,64.11111,58.61,5.8998400567049
LNT.OQ,2022-02-17 18:02:00,0.35,0.35625,-1.754,2.78456140350877,15670841725.44,927000000.0,23595841725.44,8,2.63636,2.5,2.325202,192000000.0,62.77778,62.48,6.41233080551649
LNT.OQ,2021-11-04 18:00:00,1.02,0.96375,5.837,2.83891050583658,15389677576.89,939000000.0,23233677576.89,9,2.5,2.2,1.515266,95000000.0,60.44444,61.47,6.451440735
LNT.OQ,2021-08-05 18:00:00,0.57,0.55625,2.472,2.53303370786517,14015196856.26,817000000.0,21586196856.26,8,2.2,2.0,1.527139,259000000.0,61.0,55.98,6.226106181
CMG.N,2022-10-25 16:10:00,9.51,9.2059,3.303,2.26202761272662,41703092760.0,2220175000.0,40919191760.0,29,1.82857,1.85294,3.747421,257138000.0,1809.83333,1502.76,5.02547614985272
CMG.N,2022-07-26 16:10:00,9.3,9.04152,2.859,2.79709606349375,36554189772.48,2213339000.0,35792572772.48,29,1.85294,1.91429,3.092855,259942000.0,1754.87857,1307.26,4.56146661587205
CMG.N,2022-04-26 16:12:00,5.7,5.63813,1.097,4.27482161638699,44271527520.0,2020539000.0,43415285520.0,30,1.91429,1.97059,2.325202,158294000.0,1904.96071,1582.03,5.72347467709616
CMG.N,2022-02-08 16:10:00,5.58,5.26207,6.042,3.45434401290747,49187723539.5,1960633000.0,48111404539.5,28,1.97059,2.11765,1.515266,133475000.0,1932.675,1748.25,6.69507375859345
CMG.N,2021-10-21 16:11:00,7.02,6.32107,11.057,4.31683243501496,51062984487.36,1952315000.0,50040341487.36,28,2.11765,1.96774,1.527139,204434000.0,1990.75517,1817.52,7.31707224
PCAR.OQ,2022-10-25 08:00:00,1.47333,1.32212,11.437,3.59195836989078,29107382000.0,6687000000.0,34617582000.0,17,2.59091,2.40909,3.747421,769400000.0,64.40744,55.79336123,1.36981259964971
PCAR.OQ,2022-07-26 08:00:00,1.38,1.21117,13.94,2.64289901500202,28629618000.0,6786200000.0,34403418000.0,17,2.40909,2.45455,3.092855,720400000.0,62.07846,54.89336078,1.43521238622906
PCAR.OQ,2022-04-26 08:00:00,1.14667,1.027,11.652,3.01168451801363,30619710212.51,6106400000.0,36649610212.51,17,2.45455,2.19048,2.325202,600500000.0,63.9216,58.71336269,1.53317533627707
PCAR.OQ,2022-01-25 08:00:00,0.98,0.87871,11.527,2.19071138373297,30641870527.98,6295700000.0,36085970527.98,16,2.19048,2.33333,1.515266,518700000.0,66.31376,58.84002942,1.63892427194083
PCAR.OQ,2021-10-26 08:08:00,0.72,0.80042,-10.047,4.79873066640014,27398924096.64,4737700000.0,33476824096.64,17,2.33333,2.45,1.527139,380500000.0,62.98042,52.61335964,1.50775543374966
GNRC.N,2022-11-02 06:00:00,1.75,1.83112,-4.43,32.6756302153873,11382992443.32,1088258000.0,12596592443.32,23,1.95833,1.59091,3.747421,60446000.0,179.45,178.14,2.78729047705035
GNRC.N,2022-08-03 06:00:00,2.99,2.637,13.386,4.81076981418278,13445053930.5,1291391000.0,14429313930.5,19,1.59091,1.61905,3.092855,157637000.0,372.78947,210.58,3.54264012068558
GNRC.N,2022-05-04 06:00:00,2.09,1.964,6.416,5.7418533604888,18960328096.26,1135856000.0,19918253096.26,19,1.61905,1.63636,2.325202,116896000.0,420.82353,297.26,5.31186264745327
GNRC.N,2022-02-16 06:00:00,2.51,2.39617,4.751,5.80426263578961,22423985553.12,1067071000.0,23315065553.12,20,1.63636,1.66667,1.515266,145962000.0,473.61111,351.92,6.690091806
GNRC.N,2021-11-02 06:00:00,2.35,2.31556,1.487,9.57738084955691,25782979265.91,942698000.0,26314003265.91,17,1.66667,1.52941,1.527139,132753000.0,520.82353,408.67,8.245139983
CHTR.OQ,2022-10-28 07:00:00,7.38,8.23104,-10.339,6.3114746131716,47223186441.35,13550000000.0,147236186441.35,25,2.56667,2.48387,3.747421,1367000000.0,513.22692,303.35,2.75369076757751
CHTR.OQ,2022-07-29 07:00:00,8.8,6.89052,27.712,12.8460551598428,75271568143.38,13598000000.0,174423568143.38,23,2.48387,2.45161,3.092855,1708000000.0,597.14444,468.53,3.28392987286822
CHTR.OQ,2022-04-29 07:00:00,6.9,6.46826,6.675,8.26296407380037,91570049451.12,13200000000.0,188245049451.12,25,2.45161,2.48387,2.325202,1389000000.0,692.4037,545.52,3.61123891202198
CHTR.OQ,2022-01-28 07:00:00,8.93,6.89432,29.527,10.6774852342218,112622103634.92,13212000000.0,207688103634.92,25,2.48387,2.375,1.515266,1834000000.0,738.51852,651.97,4.012684535
CHTR.OQ,2021-10-29 07:00:00,6.5,5.71036,13.828,9.46612823009407,130445013071.88,13146000000.0,222847013071.88,25,2.375,2.22581,1.527139,1407000000.0,808.96429,727.56,4.429992059
PWR.N,2022-11-03 06:55:00,1.77,1.76727,0.155,1.63472474494559,18219694492.23,4459757000.0,21928680492.23,15,1.77778,1.77778,3.747421,156316000.0,154.13333,127.39,1.42043200617939
PWR.N,2022-08-04 06:55:00,1.54,1.52427,1.032,2.71605424235864,18012487188.06,4232003000.0,21773046188.06,15,1.77778,1.88889,3.092855,96160000.0,148.13333,125.34,1.51753517308228
PWR.N,2022-05-05 06:55:00,1.37,1.21756,12.52,5.99477643812215,18779472225.54,3965525000.0,22379959225.54,16,1.88889,1.88889,2.325202,85028000.0,143.75,131.61,1.71866480353905
PWR.N,2022-02-24 06:57:00,1.54,1.41319,8.973,3.25716994883915,16338967444.8,3923538000.0,19868130444.8,16,1.88889,1.88235,1.515266,106295000.0,135.3125,114.66,1.470527055
PWR.N,2021-11-04 06:55:00,1.48,1.45488,1.727,2.67238535136919,15838319907.9,3353278000.0,17099884907.9,17,1.88235,1.875,1.527139,175398000.0,131.375,113.82,1.460467708
CCL.N,2022-09-30 09:15:00,-0.58,-0.14677,-295.176,-138.529672276351,11614045892.727,4305000000.0,38613045892.727,13,2.78261,2.82609,3.747421,-770000000.0,13.80556,7.03,6.26640222288874
CCL.N,2022-06-24 09:19:00,-1.64,-1.17054,-40.106,-15.5902404018658,15580449931.538,2401000000.0,43510449931.538,13,2.82609,2.6,3.092855,-1834000000.0,20.45,8.65,6.42571549234693
CCL.N,2022-03-22 09:15:00,-1.66,-1.2572,-32.04,-27.1006999681833,22887153102.2922,1623000000.0,50858153102.2923,11,2.6,2.55556,2.325202,-1891000000.0,26.48125,20.22,14.4477861702596
CCL.N,2021-12-20 09:15:00,-1.72,-1.4301,-20.271,-15.8247674987763,19656919172.6354,1287000000.0,43743919172.6354,11,2.55556,2.5,,-2620000000.0,29.22,20.12,70.105351077
CCL.N,2021-09-24 09:17:00,-1.75,-1.477,-18.483,-13.0419769803656,27322230828.0217,546000000.0,50757230828.0217,11,2.5,2.5,1.527139,-2836000000.0,28.52143,25.01,351.361989399
PM.N,2022-10-20 06:59:00,1.53,1.35917,12.569,6.64523201659837,128679057857.28,8032000000.0,152335057857.28,12,2.38889,2.35294,3.747421,2201000000.0,103.7875,83.01,4.82577845105269
PM.N,2022-07-21 06:59:00,1.48,1.26,17.46,4.75,153057892601.84,7832000000.0,177939892601.84,12,2.35294,2.27778,3.092855,2331000000.0,109.64,98.74,5.69245050376482
PM.N,2022-04-21 06:59:00,1.56,1.49154,4.59,2.36467007254247,145614709937.62,7746000000.0,172312709937.62,13,2.27778,2.25,2.325202,2521000000.0,108.38,93.94,5.43934755413533
PM.N,2022-02-10 06:59:00,1.35,1.32715,1.722,2.8504690502204,147898629600.0,8104000000.0,173177629600.0,13,2.25,2.1579,1.515266,2175000000.0,111.48667,95.0,5.67349584
PM.N,2021-10-19 06:59:00,1.58,1.546,2.199,0.889391979301423,147734100631.68,8122000000.0,174348100631.68,14,2.1579,2.05263,1.527139,2539000000.0,109.88667,94.79,5.783035706
COO.N,2022-08-31 16:27:00,3.19,3.21785,-0.866,2.08337865344873,16133031249.0,843400000.0,18768431249.0,13,2.1875,2.06667,3.747421,98400000.0,393.72727,263.9,4.86342768799503
COO.N,2022-06-02 16:15:00,3.24,3.43075,-5.56,2.68162938133061,17799831612.0,829800000.0,20653231612.0,12,2.06667,2.1875,3.092855,126600000.0,446.6,313.12,5.82947628903966
COO.N,2022-03-03 16:15:00,3.24,3.1051,4.345,2.54838813564781,19634559359.8,787200000.0,22612559359.8,12,2.1875,2.3125,2.325202,95300000.0,472.16667,417.59,7.77955706605706
COO.N,2021-12-02 16:15:00,3.28,3.37283,-2.752,0.851806939573,20555861202.8,759100000.0,21939161202.8,12,2.3125,2.26667,1.515266,110300000.0,469.75,418.94,7.555960958
COO.N,2021-09-02 16:15:00,3.41,3.28992,3.65,1.61766851473592,20771306184.42,763400000.0,22279306184.42,12,2.26667,2.26667,1.527139,615800000.0,467.63636,413.31,7.69274989
SNA.N,2022-10-20 06:30:00,4.14,3.86044,7.242,3.31205769290547,10725489450.15,1102500000.0,11193989450.15,9,2.72727,2.72727,3.747421,229500000.0,230.88889,201.35,2.35629019606869
SNA.N,2022-07-21 06:30:00,4.27,3.94933,8.12,2.76072143882633,10580910923.52,1136600000.0,10997610923.52,9,2.72727,2.7,3.092855,237200000.0,234.11111,197.03,2.32912453646555
SNA.N,2022-04-21 06:30:00,4.0,3.66363,9.181,3.17007994802969,10881019474.5,1098000000.0,11251019474.5,8,2.7,2.7,2.325202,222700000.0,239.75,205.48,2.48282189838538
SNA.N,2022-02-03 06:30:00,4.1,3.69067,11.091,1.47398710803187,11530363346.26,1108300000.0,11979463346.26,9,2.7,2.7,1.515266,229100000.0,234.625,215.38,2.628722066
SNA.N,2021-10-21 06:30:00,3.57,3.38222,5.552,3.73157275398998,11302504204.2,1037700000.0,11796704204.2,9,2.7,2.66667,1.527139,201500000.0,235.75,208.95,2.63413632
UAL.OQ,2022-10-18 16:05:00,2.81,2.27533,23.499,5.40185379703164,10629005025.94,12877000000.0,23563005025.94,15,2.55,2.55,3.747421,942000000.0,51.08,32.53,0.64637858017799
UAL.OQ,2022-07-20 16:30:00,1.43,1.95314,-26.785,6.9339627471661,11572811382.44,12112000000.0,23967811382.44,14,2.55,2.61905,3.092855,329000000.0,52.90625,35.42,0.891225072723006
UAL.OQ,2022-04-20 16:30:00,-4.24,-4.21547,-0.582,-5.21792350556403,15049676751.52,7566000000.0,29303676751.52,17,2.61905,2.61905,2.325202,-1377000000.0,55.77778,46.36,1.23007537352927
UAL.OQ,2022-01-19 16:30:00,-1.6,-2.10994,24.169,-13.2008493132506,14176249314.26,8192000000.0,29428249314.26,18,2.61905,2.71429,1.515266,-646000000.0,59.11111,43.78,1.456091937
UAL.OQ,2021-10-19 16:30:00,-1.02,-1.67465,39.092,-19.4189830710895,15394263797.77,7750000000.0,30127263797.77,17,2.71429,2.66667,1.527139,473000000.0,60.17647,47.57,1.980693743
ESS.N,2022-10-26 16:15:00,1.43,1.34429,6.376,17.3727395130515,15685119190.0,409748000.0,22016412190.0,8,2.44,2.48,3.747421,98700000.0,291.22727,242.23,14.4226373244452
ESS.N,2022-07-26 16:15:00,0.87,1.318,-33.991,14.0182094081942,17030577240.0,397240000.0,23215022240.0,6,2.48,2.44,3.092855,61690000.0,303.0,261.51,15.8096381742151
ESS.N,2022-04-26 16:15:00,1.12,1.20714,-7.219,15.0405089716189,22552480439.28,379216000.0,28719954439.28,10,2.44,2.5,2.325202,78375000.0,369.45455,345.48,20.1373923952141
ESS.N,2022-02-02 16:15:00,2.1,1.07111,96.058,16.8302041807097,22925886713.13,369165000.0,29382447713.13,10,2.5,2.5,1.515266,144125000.0,370.54546,352.23,20.390614132
ESS.N,2021-10-26 16:15:00,1.82,1.015,79.31,14.6955665024631,20794230469.14,360620000.0,27047985469.14,9,2.5,2.54546,1.527139,125002000.0,347.47619,319.74,18.828868829
KHC.OQ,2022-10-26 07:01:00,0.63,0.55913,12.675,4.27449788063599,41566916218.24,6505000000.0,60834916218.24,16,2.63636,2.73913,3.747421,435000000.0,41.3345,33.35,2.35933269204315
KHC.OQ,2022-07-27 07:00:00,0.7,0.68319,2.461,3.42803612465054,46999754457.6,6554000000.0,66605754457.6,17,2.73913,2.86957,3.092855,265000000.0,42.65,38.14,2.55530794198653
KHC.OQ,2022-04-27 07:01:00,0.6,0.53218,12.744,5.23319177721823,48126090839.18,6045000000.0,67098090839.18,17,2.86957,2.82609,2.325202,781000000.0,41.785,39.39,2.56403426209124
KHC.OQ,2022-02-16 07:00:00,0.79,0.62894,25.608,6.24542881673928,43147496750.25,6709000000.0,61671496750.25,17,2.82609,2.73913,1.515266,-490000000.0,40.02857,35.9,2.504229764
KHC.OQ,2021-10-27 07:00:00,0.65,0.57818,12.422,4.07312601611955,44519057879.04,6324000000.0,66367057879.04,17,2.73913,2.80952,1.527139,736000000.0,40.95238,36.82,2.516355843
JBHT.OQ,2022-10-18 16:05:00,2.57,2.45133,4.841,2.58227166476974,16195323705.66,3838257000.0,17354803705.66,24,2.18519,2.11111,3.747421,269382000.0,191.73913,156.42,1.24338182371828
JBHT.OQ,2022-07-19 16:05:00,2.42,2.34674,3.122,3.47375508151734,16347455628.21,3837532000.0,17519568628.21,24,2.11111,2.2,3.092855,255342000.0,198.3913,157.47,1.34213637867414
JBHT.OQ,2022-04-18 16:05:00,2.29,1.9425,17.889,3.78018018018018,21039460492.32,3488588000.0,22191773492.32,22,2.2,2.375,2.325202,243325000.0,206.90476,200.79,1.80675500101164
JBHT.OQ,2022-01-18 16:02:00,2.28,2.0186,12.95,1.77301099772119,21464839729.2,3496971000.0,22410519729.2,21,2.375,2.375,1.515266,242209000.0,206.42857,204.4,1.948892967
JBHT.OQ,2021-10-15 07:00:00,1.88,1.77437,5.953,2.0412878937313,17560423187.46,3144812000.0,18330470187.46,22,2.375,2.32,1.527139,199829000.0,183.95455,167.22,1.703780716
CMI.N,2022-11-03 07:30:00,2.82,4.849,-41.844,2.72427304598886,28694910000.0,7333000000.0,35183910000.0,20,2.34615,2.34615,3.747421,409000000.0,250.70526,203.51,1.25212432933963
CMI.N,2022-08-02 07:30:00,4.94,4.35016,13.559,3.23459367011788,27286244270.19,6586000000.0,29713244270.19,20,2.34615,2.20833,3.092855,707000000.0,235.52222,193.53,1.21474229950605
CMI.N,2022-05-03 07:30:00,4.04,3.55571,13.62,5.37951632725953,28940573244.87,6385000000.0,31276573244.87,18,2.20833,2.2963,2.325202,423000000.0,253.4125,205.11,1.28385884204946
CMI.N,2022-02-03 07:30:00,2.73,3.15005,-13.335,5.04150727766226,31200967322.72,5850000000.0,33099967322.72,21,2.2963,2.30769,1.515266,400000000.0,274.48889,218.14,1.376857936
CMI.N,2021-11-02 07:36:00,3.69,3.91325,-5.705,6.0157158372197,32736688649.52,5968000000.0,34670688649.52,21,2.30769,2.30769,1.527139,541000000.0,281.01579,224.56,1.476714798
PNR.N,2022-10-25 06:55:00,0.99,0.92541,6.98,1.16705028041625,6683568123.02,1055100000.0,9012868123.02,18,2.72222,2.72222,3.53384839524641,115400000.0,51.57143,40.63,1.85497516486473
PNR.N,2022-07-26 06:50:00,1.02,0.99519,2.493,1.51930787085883,7527330172.24,1064200000.0,8303730172.24,17,2.72222,2.72222,2.94105014823835,153000000.0,56.14286,45.77,2.18446329927921
PNR.N,2022-04-21 07:01:00,0.85,0.808,5.198,1.61881188118812,8966316327.54,999600000.0,9955116327.54,16,2.72222,2.84211,2.0884838984078,118500000.0,68.4,54.21,2.59400667433595
PNR.N,2022-02-01 06:58:00,0.87,0.84972,2.387,2.15247375606082,12057168796.41,988600000.0,12856768796.41,18,2.84211,2.77778,1.38519634175986,148600000.0,77.125,73.03,3.523002294
PNR.N,2021-10-26 06:58:00,0.89,0.8355,6.523,2.39736684619988,12018683045.97,969200000.0,12546383045.97,16,2.77778,2.61111,1.37666313148704,143700000.0,79.14286,72.63,3.715826267
CRL.N,2022-11-02 07:00:00,2.63,2.495,5.411,2.40841683366733,9537378695.57,989157000.0,12326953695.57,13,1.6875,1.8,3.747421,97612000.0,269.16667,196.8,3.48592184427151
CRL.N,2022-08-03 07:00:00,2.77,2.73442,1.301,1.34690354810161,11498155915.2,973131000.0,14341805915.2,12,1.8,1.73333,3.092855,110664000.0,292.72727,213.97,3.68619848117783
CRL.N,2022-05-04 07:00:00,2.75,2.71575,1.261,0.808616404308202,14178006202.9,913929000.0,16674420202.9,12,1.73333,1.78571,2.325202,95226000.0,336.45455,283.97,4.77567438348266
CRL.N,2022-02-16 07:00:00,2.49,2.43242,2.367,0.96077157727695,18631456110.8,905050000.0,21112710110.8,12,1.78571,1.78571,1.515266,139827000.0,402.63636,376.78,6.34520049
CRL.N,2021-11-03 07:00:00,2.7,2.57791,4.736,1.91899639630553,23096771862.6,895937000.0,25816208862.6,11,1.78571,1.8,1.527139,105159000.0,438.72727,412.67,7.129779075
DPZ.N,2022-10-13 07:31:00,2.79,2.96919,-6.035,3.44336334151738,13174139747.6,1068596000.0,18054742747.6,26,2.51515,2.5,3.747421,100504000.0,382.0,310.2,3.59891708156632
DPZ.N,2022-07-21 07:30:00,2.82,2.90541,-2.94,4.26445837248443,13667208054.39,1065182000.0,18433987054.39,27,2.5,2.42424,3.092855,102493000.0,424.675,389.71,4.28436467702467
DPZ.N,2022-04-28 07:39:00,2.5,3.05532,-18.176,4.33309767880288,14223789578.88,1011149000.0,18962851578.88,28,2.42424,2.375,2.325202,90964000.0,420.888,407.01,4.45825599899756
DPZ.N,2022-03-01 08:37:00,4.25,4.27911,-0.68,3.11419898062915,20534149864.41,1343213000.0,25294515864.41,28,2.375,2.36667,1.515266,155685000.0,496.78571,564.33,5.752280768
DPZ.N,2021-10-14 07:30:00,3.24,3.11156,4.128,3.54934502307524,18827710773.57,997990000.0,23435209773.57,28,2.36667,2.31035,1.527139,120402000.0,530.33333,476.96,5.119375356
HPQ.N,2022-08-30 16:24:00,1.04,1.03923,0.074,1.4857153854296,34529874564.78,14664000000.0,40142874564.78,15,3.05263,3.0,3.747421,1119000000.0,35.0625,24.92,0.473056040499561
HPQ.N,2022-05-31 16:15:00,1.08,1.05214,2.648,1.48934552435988,38584789254.0,16490000000.0,43105789254.0,14,3.0,2.68421,3.092855,1000000000.0,37.6,32.78,0.586726890772426
HPQ.N,2022-02-28 16:15:00,1.1,1.02287,7.541,3.1607144602931,38970053685.36,17028000000.0,42628053685.36,15,2.68421,2.61111,2.325202,1086000000.0,37.52353,36.3,0.645842830011253
HPQ.N,2021-11-23 16:07:00,0.94,0.88313,6.44,1.59093225232978,34955893323.54,16675000000.0,38153893323.54,15,2.61111,2.57895,1.515266,3099000000.0,33.58235,37.67,0.69264824
HPQ.N,2021-08-26 16:07:00,0.87,0.83581,4.091,1.95857910290616,34680246227.26,15289000000.0,38345246227.26,16,2.57895,2.52941,1.527139,1108000000.0,32.57059,27.36,0.567068031
LW.N,2022-10-05 08:30:00,0.75,0.49429,51.733,8.29674887211961,11601265993.28,1125600000.0,13864365993.28,7,1.875,1.75,3.747421,57300000.0,88.85714,77.38,3.25274062932006
LW.N,2022-07-27 08:30:00,0.65,0.50833,27.87,5.72659492849134,9820943711.15,1153100000.0,12030943711.15,7,1.75,1.75,3.092855,88700000.0,81.57143,71.46,3.25802176223408
LW.N,2022-04-07 08:30:00,0.73,0.43857,66.45,6.83357274779397,9850612224.0,955000000.0,12158412224.0,8,1.75,1.75,2.325202,76900000.0,75.66667,59.91,2.76218198822577
LW.N,2022-01-06 08:30:00,0.5,0.32286,54.866,9.02558384439076,7705108152.75,1006600000.0,9815008152.75,8,1.75,1.71429,1.515266,22400000.0,73.33333,63.38,2.945317731
LW.N,2021-10-07 08:30:00,0.2,0.37857,-47.17,7.2588953165861,9513998886.48,984200000.0,11462098886.48,7,1.71429,1.71429,1.527139,23600000.0,79.42857,61.37,2.974234594
TGT.N,2022-08-17 06:30:00,0.39,0.71584,-45.519,8.17221725525257,75758719955.94,26037000000.0,89743719955.94,26,2.12121,2.06061,3.747421,183000000.0,188.78571,148.39,0.762907344728571
TGT.N,2022-05-18 06:30:00,2.19,3.06521,-28.553,6.88272581650197,106019100799.7,25170000000.0,119375100799.7,26,2.06061,2.05714,3.092855,1009000000.0,229.23333,141.23,0.737009893697677
TGT.N,2022-03-01 06:30:00,3.19,2.85739,11.64,4.08309681212575,104290903231.06,30996000000.0,112099903231.06,29,2.05714,1.93939,2.325202,1544000000.0,278.22581,212.22,0.999418554563465
TGT.N,2021-11-17 06:30:00,3.03,2.83063,7.043,6.45721977086373,126704698939.86,25652000000.0,133713698939.86,27,1.93939,1.90323,1.515266,1488000000.0,284.06897,231.44,1.140781046
TGT.N,2021-08-18 06:37:00,3.64,3.4897,4.307,6.27446485371235,129147656865.7,25160000000.0,134558656865.7,25,1.90323,1.93103,1.527139,1817000000.0,274.55185,228.77,1.166769936
NTAP.OQ,2022-11-29 16:01:00,1.48,1.3297,11.303,1.64849214108446,15085179927.0,1663000000.0,14439179927.0,20,2.36,2.42308,3.747421,750000000.0,82.4705,61.85,1.95940310822226
NTAP.OQ,2022-08-24 16:01:00,1.2,1.0977,9.32,1.90033706841578,15673673440.46,1592000000.0,14871673440.46,22,2.42308,2.45833,3.092855,214000000.0,88.28571,65.24,2.04692359318772
NTAP.OQ,2022-06-01 16:01:00,1.42,1.27619,11.269,2.00126940345873,16300795402.0,1680000000.0,14802795402.0,21,2.45833,2.29167,2.325202,259000000.0,92.73684,83.0,2.72961825415793
NTAP.OQ,2022-02-23 16:01:00,1.44,1.28495,12.067,1.84053854235573,19198128490.17,1614000000.0,17632128490.17,22,2.29167,2.34783,1.515266,252000000.0,99.9,91.99,3.063866655
NTAP.OQ,2021-11-30 16:01:00,1.28,1.21105,5.693,2.15185169893894,19970107563.2,1566000000.0,18056107563.2,22,2.34783,2.44,1.527139,224000000.0,98.55,89.76,3.078314477
OXY.N,2022-08-02 16:31:00,3.16,3.02145,4.586,7.5453838388853,54846245839.36,10735000000.0,85448245839.36,20,2.5,2.40741,3.747421,3755000000.0,75.41667,61.45,2.69899206828868
OXY.N,2022-05-10 16:18:00,2.12,2.02826,4.523,10.0785895299419,53176216318.68,8533000000.0,87401216318.68,19,2.40741,2.46429,3.092855,4876000000.0,71.17391,58.88,3.22434981611416
OXY.N,2022-02-23 19:00:00,1.48,1.10181,34.324,12.2707181819007,27076108639.19,8010000000.0,63691108639.19,21,2.46429,2.51852,2.325202,1561000000.0,44.08,56.74,3.6259174764061
OXY.N,2021-11-04 16:15:00,0.87,0.66015,31.788,21.3390896008483,27619870562.46,6815000000.0,67017870562.46,22,2.51852,2.7037,1.515266,830000000.0,39.92,28.99,3.19102161515933
OXY.N,2021-08-03 16:21:00,0.32,0.03432,832.401,390.151515151515,29197882098.99,6010000000.0,70393882098.99,22,2.7037,2.85185,1.527139,100000000.0,34.17391,29.58,3.744331805
IR.N,2022-11-02 16:40:00,0.62,0.58886,5.288,2.11934925109534,17516921437.26,1515700000.0,18874421437.26,15,2.1875,2.125,3.747421,142900000.0,53.23077,43.26,3.44741091478617
IR.N,2022-08-03 16:30:00,0.54,0.52113,3.621,3.91265135378888,16963596405.28,1439900000.0,18478796405.28,15,2.125,2.125,3.092855,138600000.0,51.46154,42.08,3.4441307496931
